gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,msoa,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
2.0,3.0,4.0,2.0,2.0,1.0,2.0,12.0,4.0,,,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,,1.0,8,3.0,3.0,3.0,1.0,,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,90.0,4.0,4.0,9.0,8.0,4.0,2.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,,0.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,,2.0,2.0,3.0,4.0,0.0,1.0,3.0,3.0,1.0,10.0,0.0,0.0,2.0,0.0,1,North Devon 001,,1.0,12.0,16.0,17.0,,8.0,,4.0,4.0,1.0,270.0,0.0,3.0,0.0,4.0,1.0,3.0,8.0,10.0,2.0,16.0,15.0,,16.333333333333336,1.0,1.0,,7.5,1.0,,9.0,Boy,Prefer not to say,I describe myself in another way,No,No,Yes,No,11 years old,4,,,1 - Completely not true,1 - Completely not true,1 - Completely not true,1,Always,A little like me,A little like me,Somewhat like me,None of the time,All of the time,None of the time,None of the time,Rarely,All of the time,None of the time,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Fairly Often,Fairly Often,,Never,8,Disagree,Always,Always,Never,,Sometimes,Never,Sometimes,Always,Never,Always,Some of the time,Agree,Agree,Yes,3 days,Around 1.5 hours,Not often,2 to 3 hours,Limited,Yes,No,Yes,,No,No,No,Yes,No,A little,5 - Always,5 - Always,4,2,Yes,Fully,Very helpful,Very uncomfortable,Not at all,4,3,4,4,Yes,Not at all,Not helpful,Very comfortable,Fully,,No,Unsure,Fairly safe,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Never,Often or always,Some of the time,Hardly ever,Never,Strongly agree,Fully,Don't know,Quite a few,A little interested,Mostly,Sometimes,Somewhat,Not at all,,A little,1-3 times in last 6 months,4+ times in last 6 months,A few times a week,No,Not at all,Very helpful,Comfortable,Not at all,Year 10,Non-FSM,Non-SEN,White British,No,School A
4.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,9.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,,,4.0,2.0,5.0,3.0,3.0,4.0,11,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,90.0,5.0,6.0,7.0,9.0,5.0,3.0,0.0,1.0,1.0,0.0,,1.0,1.0,,1.0,,2.0,2.0,1.0,5.0,0.0,2.0,2.0,1.0,3.0,,,2.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,0.0,0.0,5.0,,4.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,10.0,0.0,1.0,1.0,1.0,1,North Devon 006,14.0,9.0,12.0,18.0,,11.0,,14.0,1.0,5.0,1.0,90.0,0.0,5.0,1.0,1.0,3.5,2.0,6.5,12.0,,10.0,,2.0,,1.0,0.0,,,0.0,10.0,5.0,I describe myself in another way,No,I describe myself in another way,No,Yes,No,I don't know,3 years old,2,3,3,1 - Completely not true,1 - Completely not true,4,9,Very often,Not at all like me,Somewhat like me,Mostly like me,Often,Rarely,Often,None of the time,All of the time,None of the time,None of the time,Disagree,,,Strongly disagree,Agree,Very Often,Sometimes,Sometimes,Fairly Often,Prefer not to say,Agree,Always,Never,Sometimes,Always,Always,Always,Sometimes,Never,Always,Always,Never,Strongly agree,Strongly disagree,Yes,1 day,Around 1.5 hours,Almost never,4 to 5 hours,Several,No,Yes,Yes,No,,Yes,Yes,,Yes,,2,2,1 - Never,5 - Always,No,Slightly,Somewhat helpful,Very uncomfortable,Mostly,,,2,4,Yes,Mostly,Very helpful,Very comfortable,Not at all,2,No,No,Don't know,,Disagree,Disagree,Agree,Some of the time,Often or always,Hardly ever,Occasionally,Often or always,Strongly disagree,Fully,Don't know,Unsure,Very interested,Slightly,Rarely,Not at all,Somewhat,A lot,Not at all,Not at all,Not at all,4+ times in last 6 months,Yes,Mostly,Not helpful,Comfortable,Fully,Year 10,Non-FSM,SEN,Ethnic minority,Yes,School A
1.0,1.0,4.0,1.0,1.0,1.0,3.0,,3.0,1.0,3.0,1.0,5.0,4.0,10.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,,2.0,3.0,2.0,1.0,5.0,,5.0,8,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,0.0,1.0,60.0,4.0,8.0,3.0,,,4.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,,1.0,2.0,1.0,1.0,2.0,,0.0,0.0,4.0,2.0,3.0,1.0,2.0,4.0,5.0,,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,3.0,10.0,1.0,1.0,1.0,,4,North Devon 010,17.0,10.0,14.0,23.0,,,8.0,4.0,4.0,7.0,0.0,60.0,0.0,7.0,1.0,4.0,1.5,1.0,6.5,10.0,5.0,7.0,,,13.0,1.0,1.0,1.0,9.0,1.0,11.0,6.0,Girl,Yes,I describe myself in another way,Yes,Yes,Yes,I don't know,,3,1 - Completely not true,3,1 - Completely not true,5 - Completely true,4,10 - completely,Very often,A little like me,Mostly like me,Mostly like me,Rarely,Often,Often,All of the time,Some of the time,Some of the time,Rarely,Disagree,,Agree,Disagree,Agree,Never,Very Often,,Very Often,8,Strongly agree,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Some of the time,Strongly disagree,Disagree,No,1 day,Around 1 hour,Not often,6 to 7 hours,Lots,No,No,No,,Yes,No,Yes,No,No,A lot,2,1 - Never,2,2,No,Fully,Not helpful,Very comfortable,Mostly,4,3,2,,Yes,Slightly,Not helpful,Very uncomfortable,Slightly,,No,No,Very unsafe,Agree,Neither agree nor disagree,Strongly agree,Agree,Hardly ever,Never,,Occasionally,Hardly ever,Strongly agree,Slightly,Poorer,A lot,Not interested,Fully,Often,Not at all,Somewhat,A little,A lot,Not at all,Not at all,A few times a week,No,Not at all,Very helpful,Very uncomfortable,Mostly,Year 10,FSM,SEN,Ethnic minority,,School D
2.0,4.0,5.0,2.0,,3.0,3.0,9.0,2.0,4.0,4.0,1.0,1.0,2.0,,4.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,4.0,,3.0,,4.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,,30.0,3.0,1.0,6.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,1.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,4.0,4.0,2.0,,1.0,2.0,5.0,4.0,2.0,1.0,2.0,4.0,3.0,,1.0,5.0,3.0,4.0,3.0,,4.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,3.0,8.0,1.0,1.0,2.0,1.0,5,North Devon 013,14.0,,15.0,,,10.0,2.0,7.0,5.0,6.0,1.0,,0.0,0.0,0.0,1.0,2.25,1.0,4.25,15.0,2.0,14.0,11.0,2.0,,1.0,1.0,0.0,,0.0,,7.0,Boy,I describe myself in another way,Currently unsure,No,,I don't know,I don't know,8 years old,2,4,4,1 - Completely not true,1 - Completely not true,2,,Very often,Not at all like me,Very much like me,Very much like me,None of the time,All of the time,Rarely,None of the time,Often,,Some of the time,,Strongly disagree,Agree,Disagree,Disagree,Very Often,Sometimes,Fairly Often,Almost Never,2,Agree,Always,Never,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Often or always,Strongly disagree,Agree,Yes,,Around 30 minutes,Sometimes,None,None ,Yes,Yes,No,Yes,Yes,,No,No,Yes,A little,4,5 - Always,4,1 - Never,Yes,Not at all,Not helpful,Comfortable,Fully,4,1 - Never,1 - Never,5 - Always,Yes,Slightly,Somewhat helpful,Uncomfortable,Fully,2,No,Yes,Very unsafe,Disagree,Agree,,Strongly agree,Some of the time,Never,Hardly ever,Some of the time,Often or always,Agree,Fully,About the same,,Not interested,Unsure,Rarely,Quite a bit,Somewhat,,Quite a bit,Not at all,4+ times in last 6 months,4+ times in last 6 months,No,Fully,Very helpful,Very uncomfortable,Mostly,Year 8,FSM,SEN,White British,Yes,School E
4.0,3.0,3.0,1.0,1.0,3.0,1.0,7.0,5.0,4.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,,3.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,60.0,1.0,6.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,5.0,4.0,,3.0,1.0,3.0,4.0,2.0,,1.0,,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,3.0,3.0,,1.0,2.0,3.0,,5.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,10.0,1.0,0.0,1.0,1.0,2,Torridge 002,19.0,3.0,7.0,17.0,9.0,3.0,0.0,,5.0,3.0,0.0,240.0,1.0,5.0,0.0,3.0,3.0,1.75,7.75,10.0,4.0,16.0,,2.0,15.666666666666666,1.0,0.0,,6.0,,14.0,6.0,I describe myself in another way,Prefer not to say,Heterosexual/straight,Yes,Yes,I don't know,Yes,6 years old,5 - Completely true,4,1 - Completely not true,5 - Completely true,1 - Completely not true,3,3,Almost never,A little like me,Not at all like me,Somewhat like me,Rarely,Often,None of the time,None of the time,Some of the time,None of the time,All of the time,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Almost Never,Never,Almost Never,Almost Never,0 - Very unhappy,Strongly disagree,Never,Never,Sometimes,Never,Always,Always,,Always,Sometimes,Sometimes,Often or always,Agree,Strongly agree,No,4 days,Around 1 hour,Almost always,4 to 5 hours,Limited,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Quite a bit,4,3,5 - Always,4,,Mostly,Not helpful,Comfortable,Fully,2,,1 - Never,,No,Not at all,Not helpful,Comfortable,Not at all,2,Yes,Unsure,Fairly unsafe,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Occasionally,Hardly ever,Hardly ever,Often or always,Never,Disagree,Mostly,,Not many,A little interested,Mostly,,A lot,Not at all,A lot,Somewhat,Not at all,4+ times in last 6 months,1-3 times in last 6 months,Yes,Not at all,Somewhat helpful,Uncomfortable,Slightly,Year 10,FSM,Non-SEN,Ethnic minority,Yes,School B
4.0,2.0,4.0,2.0,3.0,2.0,3.0,16.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,1.0,3.0,,1.0,3.0,,4.0,1.0,7,,2.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,60.0,3.0,4.0,5.0,8.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,,4.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,1.0,1.0,4.0,3.0,4.0,2.0,10.0,1.0,2.0,3.0,2.0,3.0,,3.0,3.0,,,2.0,5.0,4.0,4.0,4.0,,3.0,5.0,2.0,,1.0,,,1.0,2.0,2.0,0.0,4.0,1.0,3.0,3.0,10.0,1.0,0.0,2.0,1.0,7,Torridge 001,11.0,5.0,9.0,,,,7.0,,5.0,5.0,1.0,120.0,0.0,3.0,1.0,2.0,4.0,3.0,9.0,13.0,1.0,,13.0,10.0,,1.0,0.0,,,1.0,,5.0,I describe myself in another way,No,I describe myself in another way,No,I don't know,No,I don't know,15 years old,2,1 - Completely not true,1 - Completely not true,2,3,2,5,Often,A little like me,A little like me,A little like me,Often,Often,Some of the time,Often,Often,,Some of the time,Strongly disagree,Strongly agree,Disagree,,Strongly agree,Sometimes,,Fairly Often,Never,7,,Sometimes,,Never,Always,Always,Never,Never,Never,Never,Never,Often or always,Disagree,Agree,Yes,2 days,Around 1 hour,Sometimes,2 to 3 hours,Several,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Not at all,5 - Always,3,,4,Yes,Mostly,Not helpful,Very comfortable,Fully,3,4,5 - Always,1 - Never,Yes,Fully,Very helpful,Very comfortable,Slightly,10 - Very happy,Yes,Unsure,Fairly unsafe,Agree,Neither agree nor disagree,,Neither agree nor disagree,Occasionally,,,Some of the time,Never,Strongly disagree,Fully,Don't know,,Quite interested,Unsure,Sometimes,,Not at all,,,Not at all,1-3 times in last 6 months,1-3 times in last 6 months,No,Fully,Not helpful,Comfortable,Mostly,Year 10,FSM,Non-SEN,White British,Yes,School G
2.0,4.0,3.0,3.0,2.0,2.0,1.0,10.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,2.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,2,4.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,120.0,1.0,2.0,8.0,9.0,9.0,3.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,5.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,6.0,1.0,,1.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,5.0,,1.0,5.0,1.0,,1.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,10.0,0.0,0.0,2.0,,2,Torridge 002,22.0,4.0,10.0,20.0,16.0,9.0,2.0,7.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,3.25,3.25,1.5,8.0,13.0,5.0,13.0,13.0,6.0,18.0,1.0,0.0,,,,,6.0,Boy,I describe myself in another way,Heterosexual/straight,Unsure,No,No,Yes,9 years old,5 - Completely true,3,4,4,2,4,4,Almost never,Very much like me,A little like me,A little like me,All of the time,None of the time,Rarely,Often,All of the time,None of the time,Rarely,Agree,Strongly agree,Disagree,Agree,Strongly agree,Fairly Often,Never,Fairly Often,Fairly Often,2,Strongly disagree,Never,Always,Always,Always,Never,Sometimes,Never,Never,Never,Never,Occasionally,Disagree,Agree,Yes,0 days,Around 2 hours or more,Almost always,Less than 1 hour,Several,Yes,No,Yes,No,,No,No,No,Yes,A lot,5 - Always,3,4,1 - Never,Yes,Fully,Somewhat helpful,Comfortable,Not at all,5 - Always,3,1 - Never,4,Yes,Fully,Somewhat helpful,Very uncomfortable,Fully,6,Yes,,Very safe,Strongly disagree,Disagree,Disagree,Disagree,Hardly ever,Often or always,Often or always,Some of the time,Never,Disagree,Fully,Don't know,Not many,A little interested,Unsure,,Not at all,A lot,Not at all,,Not at all,1-3 times in last 6 months,4+ times in last 6 months,Yes,Slightly,Not helpful,Comfortable,Fully,Year 10,Non-FSM,Non-SEN,White British,,School B
4.0,1.0,4.0,,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,,,3.0,2.0,4.0,1.0,3.0,5.0,1.0,5.0,3.0,1.0,1.0,,,1.0,2.0,5.0,2.0,3.0,3.0,3,5.0,1.0,1.0,,1.0,1.0,3.0,2.0,,3.0,2.0,1.0,2.0,1.0,1.0,2.0,60.0,,8.0,5.0,3.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,,0.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,2.0,0.0,4.0,3.0,3.0,4.0,8.0,0.0,1.0,2.0,1.0,6,North Devon 003,12.0,,,19.0,,9.0,3.0,,5.0,3.0,1.0,120.0,,7.0,0.0,4.0,1.0,3.0,8.0,13.0,4.0,11.0,,5.0,19.666666666666664,1.0,1.0,0.0,5.0,0.0,16.0,7.0,I describe myself in another way,Yes,I describe myself in another way,,No,I don't know,Yes,Under 1 year old,1 - Completely not true,5 - Completely true,1 - Completely not true,1 - Completely not true,1 - Completely not true,3,,,Somewhat like me,A little like me,Mostly like me,None of the time,Some of the time,All of the time,None of the time,All of the time,Some of the time,None of the time,Strongly agree,,,Strongly agree,Agree,Very Often,Almost Never,Sometimes,Sometimes,3,Prefer not to say,Never,Never,,Never,Never,Always,Sometimes,,Always,Sometimes,Often or always,Agree,Strongly agree,Yes,2 days,Around 1 hour,,6 to 7 hours,Limited,No,No,No,No,Yes,Yes,Yes,No,Yes,Quite a bit,4,5 - Always,1 - Never,1 - Never,No,Slightly,Not helpful,Very comfortable,Fully,2,5 - Always,3,,No,Slightly,Not helpful,Very uncomfortable,Fully,5 - Not happy or unhappy,Yes,No,Fairly unsafe,Strongly disagree,Strongly disagree,Disagree,Agree,Hardly ever,Occasionally,Some of the time,Hardly ever,Often or always,Agree,Not at all,Richer,Not many,Not interested,Mostly,Rarely,A lot,Quite a bit,Somewhat,Quite a bit,Not at all,A few times a week,1-3 times in last 6 months,No,Fully,Very helpful,Comfortable,Fully,Year 8,Non-FSM,SEN,White British,Yes,School F
5.0,4.0,2.0,3.0,,3.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,,1.0,1.0,,1.0,1.0,4.0,5.0,5.0,1.0,5.0,0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,,2.0,2.0,1.0,4.0,1.0,1.0,5.0,60.0,5.0,5.0,3.0,8.0,9.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,0.0,3.0,2.0,4.0,1.0,6.0,0.0,1.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,,1.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,4.0,,1.0,3.0,10.0,0.0,1.0,2.0,1.0,5,Torridge 003,23.0,5.0,13.0,,,12.0,0.0,,5.0,5.0,1.0,300.0,0.0,4.0,0.0,2.5,4.0,1.0,7.5,7.0,3.0,8.0,12.0,6.0,16.333333333333336,1.0,1.0,,,0.0,12.0,7.0,Currently unsure,I describe myself in another way,Gay/lesbian,Unsure,,I don't know,I don't know,2 years old,5 - Completely true,4,3,5 - Completely true,2,4,5,Almost never,A little like me,Very much like me,Very much like me,Often,Often,All of the time,Some of the time,All of the time,,None of the time,Strongly agree,,Strongly agree,Strongly agree,Strongly disagree,Very Often,Very Often,Never,Very Often,0 - Very unhappy,Disagree,Always,Never,Always,Never,Never,Always,Always,,Sometimes,Sometimes,Often or always,Strongly disagree,Strongly agree,Yes,5 days,Around 1 hour,Almost never,3 to 4 hours,None ,Yes,Yes,,Yes,Yes,No,Yes,No,No,Somewhat,1 - Never,1 - Never,2,4,Yes,Not at all,Very helpful,Very uncomfortable,Slightly,4,2,1 - Never,5 - Always,No,Mostly,Somewhat helpful,Very comfortable,Not at all,6,No,Yes,Fairly safe,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Hardly ever,Some of the time,Never,Never,Hardly ever,Strongly agree,Not at all,Don't know,Unsure,,Not at all,Never,A lot,A little,Somewhat,A little,Not at all,1-3 times in last 6 months,A few times a week,No,Fully,,Very uncomfortable,Mostly,Year 10,Non-FSM,SEN,White British,Yes,School E
1.0,4.0,6.0,2.0,2.0,3.0,2.0,8.0,5.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,1.0,4.0,,5.0,3.0,4.0,3.0,,4.0,3.0,2.0,1.0,2.0,5,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,30.0,4.0,9.0,5.0,1.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,,2.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,,4.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,8.0,1.0,1.0,1.0,1.0,6,Torridge 006,23.0,5.0,13.0,,,4.0,5.0,11.0,5.0,6.0,1.0,0.0,0.0,8.0,1.0,,2.25,2.5,,14.0,1.0,8.0,13.0,1.0,13.333333333333334,1.0,0.0,0.0,9.0,0.0,12.0,10.0,Girl,I describe myself in another way,Prefer not to say,No,No,I don't know,No,7 years old,5 - Completely true,3,5 - Completely true,5 - Completely true,1 - Completely not true,4,5,Always,Somewhat like me,Somewhat like me,A little like me,Some of the time,All of the time,Often,None of the time,Often,,All of the time,Disagree,Strongly disagree,Disagree,,Strongly disagree,Sometimes,Almost Never,Never,Almost Never,5 - Not happy or unhappy,Disagree,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Always,Never,Always,Often or always,Strongly disagree,Agree,Yes,0 days,Around 30 minutes,Not often,7 hours or more,Several,No,Yes,Yes,No,No,Yes,Yes,,No,Not at all,2,2,1 - Never,3,Yes,Fully,,Uncomfortable,Mostly,4,2,5 - Always,2,Yes,Slightly,Somewhat helpful,Comfortable,Fully,1,No,Unsure,Fairly safe,Agree,Agree,Strongly disagree,Agree,Hardly ever,Never,Occasionally,Some of the time,,Strongly disagree,Mostly,Richer,A lot,Very interested,Not at all,Rarely,Not at all,Not at all,A lot,A lot,A few times a week,4+ times in last 6 months,4+ times in last 6 months,Yes,Not at all,Very helpful,Uncomfortable,Fully,Year 8,FSM,SEN,Ethnic minority,Yes,School F
